id,latitude,longitude,nome,tipo,dist_origem_km,dist_concorrente_km,score_janela,score_dist_concorrente,score_potencial
4929821771,-16.6760446,-49.2399894,Bar e Restaurante Tio Patinhas,restaurant,171.78300561748372,2.264382652760284,0.3495697607195041,0.003519905142423673,0.2533164943818945
10111977431,-16.6681352,-49.2447113,Posto da 5 Avenida,fuel,171.6889372346457,1.3152115482897524,0.34910453627421223,0.002044451226720375,0.25259472354000845
9477508279,-16.6331814,-49.2697367,Mare do peixe,restaurant,171.71473825725585,1.0404927386293847,0.3492321377708004,0.0016174102627449253,0.25254317214876876
3004990148,-16.6670993,-49.2448938,Abruzzo,restaurant,171.63896627725967,1.2390416350158522,0.3488573999864475,0.0019260477099366997,0.2524109207123145
8113112948,-16.6540625,-49.253586,Shell,fuel,171.57797957013875,0.861401959502662,0.3485557842242273,0.0013390197912226422,0.25205384287936816
8490254791,-16.669805,-49.2401889,Auto Posto Leste,fuel,171.40078894615277,1.823376967992162,0.34767947055466264,0.002834376936419651,0.2519766618211885
3584497127,-16.6635243,-49.2456892,Junior Restaurante,restaurant,171.4815013334985,1.0187684547644278,0.34807864160978497,0.0015836406088401316,0.2518409435559881
3004969514,-16.6708421,-49.2382012,Sem nome,hotel,171.29388651399887,2.0644370250707977,0.3471507740553852,0.0032090965243434066,0.2517718597979991
10111904065,-16.6720289,-49.2358638,Posto Cinco Estrelas,fuel,171.16642835955778,2.3461281334255055,0.34652041720849547,0.0036469756874186444,0.25152500943878786
3624209681,-16.6720126,-49.2349606,Sem nome,fuel,171.0867993276291,2.4295726474150654,0.34612660399420925,0.0037766873214222234,0.2513276350004172
10112037617,-16.6707082,-49.2354025,Vanarti Hotel,hotel,171.04160649044974,2.321912068023028,0.34590309837017674,0.003609332644607155,0.2511433252229532
3624182707,-16.6598288,-49.2454593,Posto Shell,fuel,171.22738609311705,1.04292994718263,0.346821889679115,0.0016211988198199718,0.25109815986088
10112228728,-16.6712667,-49.2320209,Posto Vila Rica,fuel,170.7832342669159,2.6754320260508546,0.3446252931103656,0.0041588672900411666,0.25054150246069673
3624209074,-16.6542607,-49.2460458,Sem nome,fuel,170.9275832581843,1.2657457258413147,0.3453391852531371,0.001967558302903711,0.25031244505021844
9297282173,-16.6538886,-49.2458955,fast açaí negrao de lima,restaurant,170.89096622094596,1.305025448809135,0.3451580920917209,0.0020286172845642835,0.25022210684786683
11169489309,-16.6545488,-49.2435874,Dunna'a Gastrobar,restaurant,170.7298996729791,1.456594409900243,0.3443615216269985,0.0022642260342277103,0.24981484719393243
6801882151,-16.6545173,-49.2433925,Sacada,restaurant,170.7108097154471,1.4759411823753772,0.34426711036324,0.00229429992824978,0.24976722260388393
10112220608,-16.6699867,-49.2283367,Auto Posto B&F Gedda,fuel,170.3807011791478,2.9924756122637755,0.34263452610854506,0.004651700666998432,0.2494948922726916
5144850356,-16.6540882,-49.241023,Burguer Chef,restaurant,170.47584964863705,1.716891544353646,0.3431050922286699,0.00266884899890367,0.24918237644433808
10112143046,-16.6461193,-49.2414106,Auto Posto Santa Luzia,fuel,170.00873195427624,2.259927050367833,0.3407949156986956,0.003512979061376962,0.24804950954509544
10110204896,-16.6255452,-49.2542856,Posto Xodo,fuel,169.8728987925951,2.6385563155631484,0.34012313942925376,0.00410154526329892,0.24782301364400694
8732186500,-16.6860467,-49.2079619,Tapioca Gourmet Gyn,restaurant,169.6641964669853,3.238771663620794,0.33909098153800843,0.005034559428380223,0.24748362315878414
10112215654,-16.6410696,-49.2405067,Carreteiro 10,fuel,169.61313609107333,2.7667613258907515,0.3388384574237059,0.004300835553120966,0.24711199152762484
2427485740,-16.6031652,-49.2633792,Delícias do Campus,restaurant,169.33144379840732,3.351205231817626,0.3374453204669008,0.005209333552530416,0.2465486587533646
10114588284,-16.6242567,-49.2483307,Posto Valência,fuel,169.26455549016902,3.1084765534495675,0.33711451775553425,0.004832020150062888,0.24623698310580444
5540565102,-16.6021799,-49.2621875,Restaurante Executivo,restaurant,169.16546701502455,3.509229748455566,0.3366244659496763,0.005454977241800361,0.2461298391498109
5260466303,-16.6038139,-49.2605987,Centro de Convivência,restaurant,169.12056998748977,3.4451572547942533,0.33640242328135406,0.005355378748740258,0.24596673400089952
3253989599,-16.6372773,-49.2382725,Restaurante Tempero Mágico,restaurant,169.17946160910785,2.549346733798898,0.33669367759202695,0.003962872029239882,0.24572373457145313
5540532089,-16.5999468,-49.2596098,Restaurante Fogão Caipira,restaurant,168.80037568913377,3.863470615308476,0.33481887086614137,0.00600563251526848,0.24521167868173036
